Chromophore_name,Chromophore_smiles,Solvent_name,Solvent_smiles,Abs,FWHM_Abs,log_extinc,Emi,FWHM_Emi,PLQY,lifetime,HOMO,HOMO_Method,LUMO,LUMO_Method,Optical_bandgap,glob_0,glob_1,glob_2,glob_3,1,2,glob_6,3,4,5,6,location combo,subgroup number
MFBMC,Cc1ccc2c(-c3oc4ccc(C)cc4c3-c3ccco3)cc(=O)oc2c1,n-Butanol,CCCCO,324.03,,,518.8,,,,,,,,,,,,,,*c1oc2ccc(C)cc2c1-c1ccco1,,,,*C,,"[2, 5]",2
MFBMC,Cc1ccc2c(-c3oc4ccc(C)cc4c3-c3ccco3)cc(=O)oc2c1,Acetonitrile,CC#N,323.17,,,514.6,,,,,,,,,,,,,,*c1oc2ccc(C)cc2c1-c1ccco1,,,,*C,,"[2, 5]",2
MFBMC,Cc1ccc2c(-c3oc4ccc(C)cc4c3-c3ccco3)cc(=O)oc2c1,DMF,CN(C)C=O,326.44,,,415.2,,,,,,,,,,,,,,*c1oc2ccc(C)cc2c1-c1ccco1,,,,*C,,"[2, 5]",2
ClFBMC,Cc1ccc2oc(=O)cc(-c3oc4ccc(Cl)cc4c3-c3ccco3)c2c1,"1,4-dioxane",C1COCCO1,323.6,,,479.2,,,,,,,,,,,,,,*c1oc2ccc(Cl)cc2c1-c1ccco1,,,*C,,,"[2, 4]",2
ClFBMC,Cc1ccc2oc(=O)cc(-c3oc4ccc(Cl)cc4c3-c3ccco3)c2c1,Benzene,c1ccccc1,327.0,,,473.4,,,,,,,,,,,,,,*c1oc2ccc(Cl)cc2c1-c1ccco1,,,*C,,,"[2, 4]",2
ClFBMC,Cc1ccc2oc(=O)cc(-c3oc4ccc(Cl)cc4c3-c3ccco3)c2c1,Toluene,Cc1ccccc1,324.0,,,467.8,,,,,,,,,,,,,,*c1oc2ccc(Cl)cc2c1-c1ccco1,,,*C,,,"[2, 4]",2
ClFBMC,Cc1ccc2oc(=O)cc(-c3oc4ccc(Cl)cc4c3-c3ccco3)c2c1,Chloroform,ClC(Cl)Cl,325.0,,,479.4,,,,,,,,,,,,,,*c1oc2ccc(Cl)cc2c1-c1ccco1,,,*C,,,"[2, 4]",2
ClFBMC,Cc1ccc2oc(=O)cc(-c3oc4ccc(Cl)cc4c3-c3ccco3)c2c1,Ethyl acetate,CCOC(C)=O,321.0,,,480.8,,,,,,,,,,,,,,*c1oc2ccc(Cl)cc2c1-c1ccco1,,,*C,,,"[2, 4]",2
ClFBMC,Cc1ccc2oc(=O)cc(-c3oc4ccc(Cl)cc4c3-c3ccco3)c2c1,n-Butanol,CCCCO,325.75,,,523.2,,,,,,,,,,,,,,*c1oc2ccc(Cl)cc2c1-c1ccco1,,,*C,,,"[2, 4]",2
ClFBMC,Cc1ccc2oc(=O)cc(-c3oc4ccc(Cl)cc4c3-c3ccco3)c2c1,Methanol,CO,326.6,,,517.0,,,,,,,,,,,,,,*c1oc2ccc(Cl)cc2c1-c1ccco1,,,*C,,,"[2, 4]",2
ClFBMC,Cc1ccc2oc(=O)cc(-c3oc4ccc(Cl)cc4c3-c3ccco3)c2c1,Acetonitrile,CC#N,321.02,,,518.4,,,,,,,,,,,,,,*c1oc2ccc(Cl)cc2c1-c1ccco1,,,*C,,,"[2, 4]",2
ClFBMC,Cc1ccc2oc(=O)cc(-c3oc4ccc(Cl)cc4c3-c3ccco3)c2c1,Dimethyl sulfoxide,CS(C)=O,326.18,,,535.2,,,,,,,,,,,,,,*c1oc2ccc(Cl)cc2c1-c1ccco1,,,*C,,,"[2, 4]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,Toluene,Cc1ccccc1,407.0,3479.764267818573,4.72,469.0,2969.1799543372726,0.83,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,dichloromethane,ClCCl,429.0,3552.2253112028197,4.72,478.0,2856.1272871569818,0.86,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,chloroform,ClC(Cl)Cl,425.0,3543.204852886658,4.66,471.0,2787.166211216714,0.93,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,Ethyl acetate,CCOC(C)=O,407.0,3669.903272474276,4.71,468.0,2919.258204652917,0.7,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,THF,C1CCOC1,408.0,3619.018644437896,4.71,473.0,2825.89,0.65,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,acetonitrile,CC#N,421.0,3718.76394146738,4.69,475.0,2694.1467187883027,0.82,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,DMF,CN(C)C=O,425.0,3863.5840833765833,4.72,477.0,2583.8184828129706,0.67,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,dimethyl sulfoxide,CS(C)=O,428.0,3475.939100565341,4.71,482.0,2433.009442053619,0.61,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,Ethanol,CCO,424.0,3701.7647519519705,4.65,482.0,2659.0378535510245,0.75,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,methanol,CO,423.0,3702.284888118669,4.69,485.0,2595.018088905937,0.71,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP1,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,1011,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,479.0,,,593.0,6018.182795711762,0.05,,,,,,,,,,,*c1cn2ccccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-HP,O=c1oc2ccccc2cc1-c1cn2ccccc2n1,chloroform,ClC(Cl)Cl,349.0,6848.3098594634175,4.18,456.0,4475.17821903748,0.15,,,,,,,,,,,*c1cn2ccccc2n1,,,,,,,[1],1
3-HP,O=c1oc2ccccc2cc1-c1cn2ccccc2n1,1012,O=c1oc2ccccc2cc1-c1cn2ccccc2n1,412.0,,,520.0,5241.614764039055,0.02,,,,,,,,,,,*c1cn2ccccc2n1,,,,,,,[1],1
3-NP2,CCN(CC)c1ccc2cc(-c3cn4cc(C)ccc4n3)c(=O)oc2c1,chloroform,ClC(Cl)Cl,424.0,3514.619175199219,4.58,473.0,2916.365703900523,0.94,,,,,,,,,,,*c1cn2cc(C)ccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP2,CCN(CC)c1ccc2cc(-c3cn4cc(C)ccc4n3)c(=O)oc2c1,1013,CCN(CC)c1ccc2cc(-c3cn4cc(C)ccc4n3)c(=O)oc2c1,430.0,,,557.0,3735.298334715528,0.14,,,,,,,,,,,*c1cn2cc(C)ccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP3,CCN(CC)c1ccc2cc(-c3cn4cc(OC)ccc4n3)c(=O)oc2c1,chloroform,ClC(Cl)Cl,434.0,3510.113450912806,4.62,478.0,3014.698661734543,0.9,,,,,,,,,,,*c1cn2cc(OC)ccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
3-NP3,CCN(CC)c1ccc2cc(-c3cn4cc(OC)ccc4n3)c(=O)oc2c1,1014,CCN(CC)c1ccc2cc(-c3cn4cc(OC)ccc4n3)c(=O)oc2c1,423.0,,,586.0,,,,,,,,,,,,,*c1cn2cc(OC)ccc2n1,,,,,*N(CC)CC,,"[1, 5]",2
5b,O=c1oc2cc(O)ccc2cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MeOH,CO,341.0,,4.278753601,,,,,,,,,,,,,,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,*O,,"[1, 5]",2
5b,O=c1oc2cc(O)ccc2cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Acetone,CC(C)=O,338.0,,4.278753601,,,,,,,,,,,,,,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,*O,,"[1, 5]",2
5b,O=c1oc2cc(O)ccc2cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Chloroform,ClC(Cl)Cl,340.0,,4.278753601,,,,,,,,,,,,,,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,*O,,"[1, 5]",2
5b,O=c1oc2cc(O)ccc2cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,THF,C1CCOC1,339.0,,4.278753601,,,,,,,,,,,,,,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,*O,,"[1, 5]",2
5b,O=c1oc2cc(O)ccc2cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Toluene,Cc1ccccc1,337.0,,4.176091259,,,,,,,,,,,,,,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,*O,,"[1, 5]",2
2,O=c1ccc2ccc(OCc3ccccc3)cc2o1,MeOH,CO,321.0,,3.954242509,,,,,,,,,,,,,,,,,,,*OCc1ccccc1,,[5],1
4a,O=c1oc2cc(OCc3ccccc3)ccc2cc1C(F)(F)F,MeOH,CO,333.0,,4.230448921,,,,,,,,,,,,,,*C(F)(F)F,,,,,*OCc1ccccc1,,"[1, 5]",2
4b,O=c1oc2cc(OCc3ccccc3)ccc2cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MeOH,CO,337.0,,4.301029996,,,,,,,,,,,,,,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,*OCc1ccccc1,,"[1, 5]",2
5a,O=c1oc2cc(O)ccc2cc1C(F)(F)F,MeOH,CO,335.0,,4.204119983,,,,,,,,,,,,,,*C(F)(F)F,,,,,*O,,"[1, 5]",2
C2,O=c1oc2ccccc2cc1-c1ccc(Cl)cc1,Methanol,CO,324.0,,4.178976947,407.0,,0.178,,,,,,,,,,,*c1ccc(Cl)cc1,,,,,,,[1],1
c1,CCN(CC)c1ccc2cc(-c3ccc(-c4cccs4)cc3)c(=O)oc2c1,acetonitrile,CC#N,407.0,,,,,,,,,,,,,,,,*c1ccc(-c2cccs2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
c2,CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(Br)s4)cc3)c(=O)oc2c1,acetonitrile,CC#N,408.0,,,,,,,,,,,,,,,,*c1ccc(-c2ccc(Br)s2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
c3,CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(C#C[Si](C)(C)C)s4)cc3)c(=O)oc2c1,acetonitrile,CC#N,411.0,,,,,,,,,,,,,,,,*c1ccc(-c2ccc(C#C[Si](C)(C)C)s2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
c5,CCN(CC)c1ccc2cc(-c3ccc(Br)s3)c(=O)oc2c1,acetonitrile,CC#N,432.0,,,,,,,,,,,,,,,,*c1ccc(Br)s1,,,,,*N(CC)CC,,"[1, 5]",2
c6,CCN(CC)c1ccc2cc(-c3ccc(C#C[Si](C)(C)C)s3)c(=O)oc2c1,acetonitrile,CC#N,445.0,,,,,,,,,,,,,,,,*c1ccc(C#C[Si](C)(C)C)s1,,,,,*N(CC)CC,,"[1, 5]",2
c7,CCCCCCCCCCCCOc1ccc2cc(-c3cccs3)c(=O)oc2c1,acetonitrile,CC#N,367.0,,,,,,,,,,,,,,,,*c1cccs1,,,,,*OCCCCCCCCCCCC,,"[1, 5]",2
c8,CCCCCCCCCCCCOc1ccc2cc(-c3sc(Br)cc3Br)c(=O)oc2c1,acetonitrile,CC#N,361.0,,,,,,,,,,,,,,,,*c1sc(Br)cc1Br,,,,,*OCCCCCCCCCCCC,,"[1, 5]",2
c9,CCCCCCCCCCCCOc1ccc2cc(-c3ccc(Br)s3)c(=O)oc2c1,acetonitrile,CC#N,421.0,,,,,,,,,,,,,,,,*c1ccc(Br)s1,,,,,*OCCCCCCCCCCCC,,"[1, 5]",2
c10,O=c1oc2cc(O)ccc2cc1-c1ccc(Br)s1,acetonitrile,CC#N,355.0,,,,,,,,,,,,,,,,*c1ccc(Br)s1,,,,,*O,,"[1, 5]",2
c11,CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(C=O)cc4)s3)c(=O)oc2c1,acetonitrile,CC#N,457.0,,,,,,,,,,,,,,,,*c1ccc(-c2ccc(C=O)cc2)s1,,,,,*N(CC)CC,,"[1, 5]",2
c13,CCCCCCCCCCCCOc1ccc2cc(-c3ccc([N+](=O)[O-])cc3)c(=O)oc2c1,acetonitrile,CC#N,361.0,,,,,,,,,,,,,,,,*c1ccc([N+](=O)[O-])cc1,,,,,*OCCCCCCCCCCCC,,"[1, 5]",2
C3Ph,O=c1oc2cc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2[nH]1,acetone,CC(C)=O,,,,,,0.0131,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*C(=C(c1ccccc1)c1ccccc1)c1ccccc1,,"[1, 5]",2
nkx-2510,CCN(CC)c1ccc2cc(C=CC=C(C#N)C(=O)O)c(=O)oc2c1,methanol,CO,480.0,,,,,,,,,,,,,,,,*C=CC=C(C#N)C(=O)O,,,,,*N(CC)CC,,"[1, 5]",2
c1,CCN(CC)c1ccc2cc(C(C=Cc3ccc(N(C)C)cc3)=C(C#N)C#N)c(=O)oc2c1,chloroform,ClC(Cl)Cl,508.0,,,578.0,,,,,,,,,,,,,*C(C=Cc1ccc(N(C)C)cc1)=C(C#N)C#N,,,,,*N(CC)CC,,"[1, 5]",2
c1,CCN(CC)c1ccc2cc(C(C=Cc3ccc(N(C)C)cc3)=C(C#N)C#N)c(=O)oc2c1,c1,CCN(CC)c1ccc2cc(C(C=Cc3ccc(N(C)C)cc3)=C(C#N)C#N)c(=O)oc2c1,534.0,,,594.0,,,,,,,,,,,,,*C(C=Cc1ccc(N(C)C)cc1)=C(C#N)C#N,,,,,*N(CC)CC,,"[1, 5]",2
c2,CCN(CC)c1ccc2cc(C(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)=C(C#N)C#N)c(=O)oc2c1,chloroform,ClC(Cl)Cl,506.0,,,609.0,,,,,,,,,,,,,*C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)=C(C#N)C#N,,,,,*N(CC)CC,,"[1, 5]",2
c2,CCN(CC)c1ccc2cc(C(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)=C(C#N)C#N)c(=O)oc2c1,c2,CCN(CC)c1ccc2cc(C(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)=C(C#N)C#N)c(=O)oc2c1,546.0,,,606.0,,,,,,,,,,,,,*C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)=C(C#N)C#N,,,,,*N(CC)CC,,"[1, 5]",2
CCF3,CCN(CC)c1ccc2cc(-c3nc4cc(C(F)(F)F)ccc4s3)c(=O)oc2c1,carbon tetrachloride,ClC(Cl)(Cl)Cl,460.0,,,500.0,,0.043,2.22,,,,,,,,,,*c1nc2cc(C(F)(F)F)ccc2s1,,,,,*N(CC)CC,,"[1, 5]",2
CCF3,CCN(CC)c1ccc2cc(-c3nc4cc(C(F)(F)F)ccc4s3)c(=O)oc2c1,chloroform,ClC(Cl)Cl,467.0,,,490.0,,0.04,2.3,,,,,,,,,,*c1nc2cc(C(F)(F)F)ccc2s1,,,,,*N(CC)CC,,"[1, 5]",2
CCF3,CCN(CC)c1ccc2cc(-c3nc4cc(C(F)(F)F)ccc4s3)c(=O)oc2c1,dichlormethane,ClCCl,465.0,,,495.0,,0.045,2.27,,,,,,,,,,*c1nc2cc(C(F)(F)F)ccc2s1,,,,,*N(CC)CC,,"[1, 5]",2
CCF3,CCN(CC)c1ccc2cc(-c3nc4cc(C(F)(F)F)ccc4s3)c(=O)oc2c1,THF,C1CCOC1,465.0,,,500.0,,0.041,2.2,,,,,,,,,,*c1nc2cc(C(F)(F)F)ccc2s1,,,,,*N(CC)CC,,"[1, 5]",2
CCF3,CCN(CC)c1ccc2cc(-c3nc4cc(C(F)(F)F)ccc4s3)c(=O)oc2c1,Dioxane,C1COCCO1,460.0,,,490.0,,0.039,2.21,,,,,,,,,,*c1nc2cc(C(F)(F)F)ccc2s1,,,,,*N(CC)CC,,"[1, 5]",2
CCF3,CCN(CC)c1ccc2cc(-c3nc4cc(C(F)(F)F)ccc4s3)c(=O)oc2c1,EA,CCOC(C)=O,460.0,,,490.0,,0.041,2.24,,,,,,,,,,*c1nc2cc(C(F)(F)F)ccc2s1,,,,,*N(CC)CC,,"[1, 5]",2
CCF3,CCN(CC)c1ccc2cc(-c3nc4cc(C(F)(F)F)ccc4s3)c(=O)oc2c1,DMSO,CS(C)=O,473.0,,,515.0,,0.046,1.88,,,,,,,,,,*c1nc2cc(C(F)(F)F)ccc2s1,,,,,*N(CC)CC,,"[1, 5]",2
CCF3,CCN(CC)c1ccc2cc(-c3nc4cc(C(F)(F)F)ccc4s3)c(=O)oc2c1,ACN,CC#N,464.0,,,503.0,,0.051,2.22,,,,,,,,,,*c1nc2cc(C(F)(F)F)ccc2s1,,,,,*N(CC)CC,,"[1, 5]",2
CCF3,CCN(CC)c1ccc2cc(-c3nc4cc(C(F)(F)F)ccc4s3)c(=O)oc2c1,EtOH,CCO,465.0,,,502.0,,0.048,2.24,,,,,,,,,,*c1nc2cc(C(F)(F)F)ccc2s1,,,,,*N(CC)CC,,"[1, 5]",2
CCF3,CCN(CC)c1ccc2cc(-c3nc4cc(C(F)(F)F)ccc4s3)c(=O)oc2c1,Water,O,470.0,,,570.0,,0.00027,0.8,,,,,,,,,,*c1nc2cc(C(F)(F)F)ccc2s1,,,,,*N(CC)CC,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,benzene,c1ccccc1,432.0,,,461.0,,0.26,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,diox,C1COCCO1,430.0,,,464.0,,0.3,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,CHCl3,ClC(Cl)Cl,441.0,,,471.0,,0.44,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,EA,CCOC(C)=O,434.0,,,474.0,,0.25,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,THF,C1CCOC1,435.0,,,474.0,,0.3,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,DMSO,CS(C)=O,447.0,,,494.0,,0.02,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,DMF,CN(C)C=O,441.0,,,493.0,,0.02,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,acetone,CC(C)=O,437.0,,,484.0,,0.03,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,EtOH,CCO,443.0,,,491.0,,0.02,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,MeCN,CC#N,437.0,,,486.0,,0.02,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
3,CN(C)c1ccc2cc(C=O)c(=O)oc2c1,MeOH,CO,436.0,,,494.0,,0.01,,,,,,,,,,,*C=O,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,benzene,c1ccccc1,427.0,,,485.0,,0.52,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,diox,C1COCCO1,427.0,,,488.0,,0.49,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,CHCl3,ClC(Cl)Cl,433.0,,,491.0,,0.49,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,EA,CCOC(C)=O,425.0,,,494.0,,0.48,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,THF,C1CCOC1,427.0,,,494.0,,0.47,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,DMSO,CS(C)=O,439.0,,,513.0,,0.65,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,DMF,CN(C)C=O,432.0,,,507.0,,0.62,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,acetone,CC(C)=O,429.0,,,500.0,,0.5,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,EtOH,CCO,432.0,,,503.0,,0.63,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,MeCN,CC#N,430.0,,,503.0,,0.5,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
4,CN(C)c1ccc2cc(C=NNC(=O)Nc3ccccc3)c(=O)oc2c1,MeOH,CO,431.0,,,504.0,,0.64,,,,,,,,,,,*C=NNC(=O)Nc1ccccc1,,,,,*N(C)C,,"[1, 5]",2
CMCO-H,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccccc4)cc3)c(=O)oc2c1,benzene,c1ccccc1,418.0,,4.635483747,489.0,,0.34,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-H,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccccc4)cc3)c(=O)oc2c1,dcm,ClCCl,425.0,,4.662757832,552.0,,0.26,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-H,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccccc4)cc3)c(=O)oc2c1,THF,C1CCOC1,421.0,,4.622214023,519.0,,0.36,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-H,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccccc4)cc3)c(=O)oc2c1,EA,CCOC(C)=O,416.0,,4.673020907,511.0,,0.27,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-H,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccccc4)cc3)c(=O)oc2c1,EtOH,CCO,426.0,,4.649334859,493.0,,0.01,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-H,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccccc4)cc3)c(=O)oc2c1,MeCN,CC#N,421.0,,4.641474111,502.0,,0.01,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-H,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccccc4)cc3)c(=O)oc2c1,DMF,CN(C)C=O,429.0,,4.64246452,494.0,,0.01,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-H,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccccc4)cc3)c(=O)oc2c1,CMCO-H,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccccc4)cc3)c(=O)oc2c1,,,,572.0,,0.037,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccccc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-F,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccc(F)cc4)cc3)c(=O)oc2c1,benzene,c1ccccc1,420.0,,4.285557309,491.0,,0.61,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccc(F)cc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-F,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccc(F)cc4)cc3)c(=O)oc2c1,dcm,ClCCl,424.0,,4.278753601,552.0,,0.38,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccc(F)cc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-F,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccc(F)cc4)cc3)c(=O)oc2c1,THF,C1CCOC1,421.0,,4.328379603,519.0,,0.52,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccc(F)cc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-F,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccc(F)cc4)cc3)c(=O)oc2c1,EA,CCOC(C)=O,414.0,,4.361727836,514.0,,0.25,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccc(F)cc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
CMCO-F,CCN(CC)c1ccc2cc(-c3ccc(C(=O)C=Cc4ccc(F)cc4)cc3)c(=O)oc2c1,EtOH,CCO,425.0,,4.274157849,500.0,,0.01,,,,,,,,,,,*c1ccc(C(=O)C=Cc2ccc(F)cc2)cc1,,,,,*N(CC)CC,,"[1, 5]",2
